,Open,High,Low,Close,Adj Close,Volume,Date,stock_name
0,201.440002,203.550003,200.880005,203.339996,199.572235,1091500.0,2021-07-07,ADP
1,201.940002,203.089996,200.75,201.860001,198.119675,1262800.0,2021-07-08,ADP
2,202.0,203.970001,201.830002,203.720001,199.94519,1746800.0,2021-07-09,ADP
3,201.899994,203.940002,200.910004,203.75,199.974655,1325200.0,2021-07-12,ADP
4,203.899994,204.839996,203.309998,203.910004,200.131683,1025100.0,2021-07-13,ADP
5,204.789993,205.410004,203.919998,204.5,200.710754,1558900.0,2021-07-14,ADP
6,204.289993,207.350006,204.0,207.029999,203.193863,1518200.0,2021-07-15,ADP
7,207.100006,208.580002,205.339996,205.600006,201.790375,1652100.0,2021-07-16,ADP
8,204.240005,205.369995,200.5,201.679993,197.943008,1841600.0,2021-07-19,ADP
9,202.779999,205.759995,202.160004,203.139999,199.375961,2097200.0,2021-07-20,ADP
10,203.139999,204.600006,202.729996,204.470001,200.68132,1408700.0,2021-07-21,ADP
11,204.559998,205.119995,202.720001,203.289993,199.523148,1075700.0,2021-07-22,ADP
12,204.289993,206.539993,203.470001,206.080002,202.261475,1105200.0,2021-07-23,ADP
13,205.740005,206.479996,204.350006,206.270004,202.447952,1118800.0,2021-07-26,ADP
14,206.410004,208.589996,205.699997,207.889999,204.037918,2074900.0,2021-07-27,ADP
15,207.270004,207.5,203.220001,206.880005,203.046661,2065500.0,2021-07-28,ADP
16,208.0,209.869995,207.080002,208.830002,204.96051,1236900.0,2021-07-29,ADP
17,208.410004,210.320007,208.410004,209.630005,205.745712,1533800.0,2021-07-30,ADP
18,210.539993,211.270004,209.229996,209.449997,205.569031,1459000.0,2021-08-02,ADP
19,209.600006,213.720001,208.720001,213.440002,209.485092,1412200.0,2021-08-03,ADP
20,213.039993,213.649994,211.919998,212.0,208.071777,1634600.0,2021-08-04,ADP
21,213.100006,213.580002,212.089996,213.289993,209.337875,1010900.0,2021-08-05,ADP
22,213.419998,213.940002,212.529999,213.0,209.053253,1342900.0,2021-08-06,ADP
23,213.429993,213.960007,212.289993,213.699997,209.74028,1322000.0,2021-08-09,ADP
24,214.059998,217.149994,213.429993,216.720001,212.70433,2574700.0,2021-08-10,ADP
25,214.820007,217.039993,214.820007,216.25,212.243027,1883600.0,2021-08-11,ADP
26,216.679993,216.690002,214.600006,214.899994,210.918045,1449300.0,2021-08-12,ADP
27,215.169998,216.020004,214.710007,215.169998,211.183029,1003500.0,2021-08-13,ADP
28,213.929993,216.669998,213.660004,216.559998,212.547287,1233600.0,2021-08-16,ADP
29,215.380005,216.399994,213.75,214.800003,210.819885,1248800.0,2021-08-17,ADP
30,213.970001,213.970001,208.259995,208.470001,204.607178,3061100.0,2021-08-18,ADP
31,207.759995,211.770004,207.5,211.119995,207.208084,1582400.0,2021-08-19,ADP
32,211.800003,212.0,209.889999,211.580002,207.659561,1777700.0,2021-08-20,ADP
33,212.199997,212.630005,210.389999,211.729996,207.806778,1139200.0,2021-08-23,ADP
34,210.789993,211.630005,208.029999,208.190002,204.332367,1663100.0,2021-08-24,ADP
35,208.800003,209.169998,206.889999,208.190002,204.332367,1202800.0,2021-08-25,ADP
36,207.770004,208.389999,206.199997,207.080002,203.24295,1207100.0,2021-08-26,ADP
37,207.610001,209.610001,207.190002,208.960007,205.08812,1370000.0,2021-08-27,ADP
38,209.089996,210.830002,208.990005,209.070007,205.196091,885600.0,2021-08-30,ADP
39,209.880005,209.880005,207.080002,209.039993,205.166626,2237100.0,2021-08-31,ADP
40,207.5,207.5,205.740005,206.860001,203.027039,1397600.0,2021-09-01,ADP
41,205.490005,207.350006,205.490005,206.529999,202.70314,1174400.0,2021-09-02,ADP
42,204.5,207.779999,204.369995,207.380005,203.537399,1115900.0,2021-09-03,ADP
43,206.860001,207.330002,201.839996,202.229996,198.482803,1342300.0,2021-09-07,ADP
44,202.669998,205.270004,202.350006,205.130005,201.329102,1259200.0,2021-09-08,ADP
45,204.759995,206.490005,203.050003,203.160004,200.303696,1295700.0,2021-09-09,ADP
46,204.399994,204.429993,200.649994,200.830002,198.006454,1843800.0,2021-09-10,ADP
47,202.490005,204.259995,199.100006,200.0,197.188126,1894800.0,2021-09-13,ADP
48,201.389999,201.479996,199.210007,199.740005,196.931793,1906300.0,2021-09-14,ADP
49,199.320007,200.889999,198.940002,200.520004,197.700821,1661800.0,2021-09-15,ADP
50,200.679993,201.529999,198.199997,198.399994,195.610611,1430600.0,2021-09-16,ADP
51,198.369995,199.779999,197.419998,198.669998,195.876816,3083600.0,2021-09-17,ADP
52,196.880005,199.529999,196.100006,198.809998,196.014847,1915900.0,2021-09-20,ADP
53,199.25,199.389999,196.350006,197.050003,194.279602,985600.0,2021-09-21,ADP
54,198.139999,199.0,196.789993,198.309998,195.521881,968500.0,2021-09-22,ADP
55,198.850006,202.460007,198.520004,201.389999,198.558578,1041200.0,2021-09-23,ADP
56,200.949997,202.889999,200.720001,202.220001,199.376923,884100.0,2021-09-24,ADP
57,201.389999,203.169998,201.130005,201.720001,198.883942,1357500.0,2021-09-27,ADP
58,199.789993,200.509995,196.779999,197.279999,194.506378,1245900.0,2021-09-28,ADP
59,198.009995,200.699997,197.880005,199.580002,196.774033,1001500.0,2021-09-29,ADP
60,200.470001,204.339996,199.710007,199.919998,197.109268,1739700.0,2021-09-30,ADP
61,200.509995,203.220001,197.009995,202.0,199.160019,1379000.0,2021-10-01,ADP
62,200.389999,202.669998,199.210007,199.970001,197.158539,1453500.0,2021-10-04,ADP
63,200.070007,204.710007,199.330002,203.759995,200.895264,1039000.0,2021-10-05,ADP
64,202.330002,205.210007,202.139999,204.990005,202.107986,1486100.0,2021-10-06,ADP
65,206.520004,208.809998,206.029999,207.570007,204.651703,1439600.0,2021-10-07,ADP
66,207.919998,208.220001,205.940002,206.160004,203.26152,1002500.0,2021-10-08,ADP
67,205.559998,205.759995,203.630005,203.75,200.885391,816900.0,2021-10-11,ADP
68,204.070007,204.639999,203.009995,203.839996,200.974136,1132600.0,2021-10-12,ADP
69,205.169998,205.759995,202.25,205.190002,202.305161,1129800.0,2021-10-13,ADP
70,206.360001,208.949997,206.210007,208.520004,205.588348,1361900.0,2021-10-14,ADP
71,210.0,213.050003,209.139999,212.979996,209.985626,1747200.0,2021-10-15,ADP
72,211.570007,213.649994,210.5,212.570007,209.581421,1310700.0,2021-10-18,ADP
73,213.25,214.080002,211.729996,213.979996,210.971588,834300.0,2021-10-19,ADP
74,214.990005,215.309998,212.5,213.050003,210.054657,1048700.0,2021-10-20,ADP
75,213.080002,215.0,212.070007,214.710007,211.691315,939700.0,2021-10-21,ADP
76,215.5,218.759995,215.169998,217.75,214.688568,1361400.0,2021-10-22,ADP
77,217.839996,219.259995,217.309998,218.070007,215.004074,863300.0,2021-10-25,ADP
78,218.149994,220.139999,217.820007,218.800003,215.723801,1819500.0,2021-10-26,ADP
79,223.160004,224.759995,220.539993,221.949997,218.829529,2043500.0,2021-10-27,ADP
80,222.380005,223.789993,221.149994,222.940002,219.805603,1428700.0,2021-10-28,ADP
81,222.089996,225.0,222.089996,224.490005,221.333817,1609700.0,2021-10-29,ADP
82,224.110001,224.619995,221.059998,222.139999,219.016861,1173000.0,2021-11-01,ADP
83,223.240005,225.240005,222.119995,225.169998,222.004242,1249000.0,2021-11-02,ADP
84,222.330002,226.089996,222.160004,225.75,222.576111,1079300.0,2021-11-03,ADP
85,225.669998,227.309998,225.070007,226.190002,223.009918,1190400.0,2021-11-04,ADP
86,229.259995,230.119995,227.779999,229.600006,226.371979,1394700.0,2021-11-05,ADP
87,230.199997,230.199997,226.699997,227.490005,224.291656,1366200.0,2021-11-08,ADP
88,228.039993,229.509995,225.690002,229.199997,225.977585,1093100.0,2021-11-09,ADP
89,229.949997,231.699997,228.369995,229.639999,226.411407,1081000.0,2021-11-10,ADP
90,228.839996,229.729996,227.679993,228.550003,225.336731,709700.0,2021-11-11,ADP
91,229.600006,231.869995,228.679993,230.929993,227.683273,1207600.0,2021-11-12,ADP
92,231.800003,233.240005,229.770004,233.059998,229.783325,1028800.0,2021-11-15,ADP
93,234.029999,237.059998,234.0,235.25,231.942535,1454500.0,2021-11-16,ADP
94,234.119995,237.149994,233.600006,236.880005,233.549637,1080300.0,2021-11-17,ADP
95,236.960007,238.25,235.020004,237.949997,234.604568,1151000.0,2021-11-18,ADP
96,239.080002,239.259995,236.929993,237.910004,234.56514,1301700.0,2021-11-19,ADP
97,237.479996,241.179993,235.929993,236.820007,233.490463,1080600.0,2021-11-22,ADP
98,235.619995,236.529999,234.089996,236.139999,232.820023,1456800.0,2021-11-23,ADP
99,234.960007,235.800003,232.470001,234.369995,231.074905,1511100.0,2021-11-24,ADP
100,233.740005,234.300003,229.070007,229.619995,226.391693,1366700.0,2021-11-26,ADP
101,231.110001,237.179993,230.110001,235.899994,232.583389,2094300.0,2021-11-29,ADP
102,236.509995,236.550003,229.330002,230.889999,227.643829,4374200.0,2021-11-30,ADP
103,229.910004,232.229996,224.550003,226.869995,223.680344,2391600.0,2021-12-01,ADP
104,228.389999,234.100006,228.389999,232.429993,229.16217,2121700.0,2021-12-02,ADP
105,232.199997,233.149994,227.759995,229.889999,226.657898,1561700.0,2021-12-03,ADP
106,232.380005,233.320007,230.679993,232.199997,228.93541,2289600.0,2021-12-06,ADP
107,234.949997,236.139999,233.240005,235.130005,231.824219,1753400.0,2021-12-07,ADP
108,233.270004,235.649994,232.199997,234.300003,231.005875,1045700.0,2021-12-08,ADP
109,233.259995,233.910004,231.589996,232.740005,230.490921,1326200.0,2021-12-09,ADP
110,234.039993,236.860001,233.449997,236.729996,234.442352,1276100.0,2021-12-10,ADP
111,236.339996,237.289993,234.789993,235.020004,232.748886,1638900.0,2021-12-13,ADP
112,233.850006,234.699997,227.679993,229.720001,227.500107,1501300.0,2021-12-14,ADP
113,229.449997,234.059998,229.399994,233.919998,231.659515,1536400.0,2021-12-15,ADP
114,233.919998,234.550003,231.039993,231.850006,229.609528,1597200.0,2021-12-16,ADP
115,230.149994,232.850006,228.729996,229.410004,227.1931,2452100.0,2021-12-17,ADP
116,226.479996,229.619995,225.149994,229.360001,227.143585,1137800.0,2021-12-20,ADP
117,231.229996,232.179993,229.259995,231.949997,229.708542,1105400.0,2021-12-21,ADP
118,231.830002,237.759995,231.660004,237.619995,235.323746,1340600.0,2021-12-22,ADP
119,237.919998,243.759995,237.869995,242.0,239.661423,1532500.0,2021-12-23,ADP
120,243.100006,246.710007,242.509995,246.289993,243.909958,1020700.0,2021-12-27,ADP
121,246.270004,246.910004,245.429993,246.070007,243.692123,924400.0,2021-12-28,ADP
122,247.539993,248.960007,244.699997,248.009995,245.613342,936800.0,2021-12-29,ADP
123,248.25,248.330002,245.360001,245.559998,243.187042,753300.0,2021-12-30,ADP
124,245.449997,247.75,244.589996,246.580002,244.197189,884200.0,2021-12-31,ADP
125,245.059998,247.470001,241.429993,244.009995,241.652008,1397000.0,2022-01-03,ADP
126,243.179993,247.039993,243.179993,245.149994,242.780991,2124400.0,2022-01-04,ADP
127,244.580002,246.490005,242.830002,243.059998,240.711182,2181200.0,2022-01-05,ADP
128,242.460007,244.690002,240.630005,241.389999,239.057327,1946500.0,2022-01-06,ADP
129,240.779999,241.240005,238.729996,238.839996,236.531967,1462000.0,2022-01-07,ADP
130,236.339996,237.919998,231.929993,232.889999,230.639465,1929300.0,2022-01-10,ADP
131,233.660004,235.419998,230.100006,235.279999,233.006363,1293000.0,2022-01-11,ADP
132,235.130005,236.130005,233.210007,234.630005,232.362656,1202500.0,2022-01-12,ADP
133,234.860001,236.050003,231.309998,231.929993,229.688736,1110600.0,2022-01-13,ADP
134,229.940002,231.339996,226.929993,228.75,226.539474,1562900.0,2022-01-14,ADP
135,226.0,227.820007,222.759995,226.440002,224.251801,1939500.0,2022-01-18,ADP
136,227.639999,229.449997,224.729996,224.830002,222.657349,1613900.0,2022-01-19,ADP
137,226.600006,228.380005,219.729996,220.309998,218.18103,2051800.0,2022-01-20,ADP
138,220.570007,221.729996,216.830002,217.130005,215.031769,2164400.0,2022-01-21,ADP
139,215.880005,219.369995,211.029999,218.240005,216.131042,2981600.0,2022-01-24,ADP
140,213.089996,218.690002,212.740005,216.880005,214.78418,2487300.0,2022-01-25,ADP
141,205.490005,208.270004,196.539993,197.460007,195.551849,5686900.0,2022-01-26,ADP
142,198.25,200.580002,194.559998,196.419998,194.521896,3526600.0,2022-01-27,ADP
143,196.940002,199.289993,192.690002,199.270004,197.34436,2261800.0,2022-01-28,ADP
144,199.339996,207.360001,198.089996,206.169998,204.177673,3113300.0,2022-01-31,ADP
145,206.479996,207.259995,202.580002,205.559998,203.573563,2122700.0,2022-02-01,ADP
146,205.559998,208.320007,205.220001,207.899994,205.890945,2149900.0,2022-02-02,ADP
147,204.330002,207.649994,203.860001,205.130005,203.147736,1938000.0,2022-02-03,ADP
148,203.889999,207.330002,201.229996,206.25,204.256912,2016400.0,2022-02-04,ADP
149,206.889999,207.979996,205.240005,205.979996,203.989502,1581900.0,2022-02-07,ADP
150,204.710007,208.899994,204.0,208.410004,206.396027,1503800.0,2022-02-08,ADP
151,210.470001,211.389999,209.270004,211.160004,209.119461,2078700.0,2022-02-09,ADP
152,207.25,208.309998,204.179993,205.539993,203.553772,2270600.0,2022-02-10,ADP
153,206.399994,207.399994,203.690002,203.789993,201.820679,2678700.0,2022-02-11,ADP
154,204.380005,204.699997,199.690002,201.979996,200.028152,1899600.0,2022-02-14,ADP
155,204.479996,204.809998,202.550003,204.020004,202.048447,1412000.0,2022-02-15,ADP
156,203.410004,205.229996,201.339996,204.240005,202.266327,1833900.0,2022-02-16,ADP
157,202.910004,203.729996,199.990005,200.460007,198.522858,1600700.0,2022-02-17,ADP
158,200.050003,202.080002,199.199997,200.449997,198.512955,2744400.0,2022-02-18,ADP
159,200.449997,202.449997,198.449997,199.899994,197.968262,1690200.0,2022-02-22,ADP
160,200.990005,202.080002,195.880005,196.289993,194.393143,1646700.0,2022-02-23,ADP
161,193.5,200.710007,192.259995,200.220001,198.285172,1965400.0,2022-02-24,ADP
162,201.029999,204.539993,199.820007,204.360001,202.385162,1336400.0,2022-02-25,ADP
163,203.429993,204.869995,201.190002,204.440002,202.464386,2234600.0,2022-02-28,ADP
164,203.539993,204.550003,201.149994,202.309998,200.354965,1503200.0,2022-03-01,ADP
165,202.949997,207.330002,202.220001,206.289993,204.296509,1674600.0,2022-03-02,ADP
166,208.860001,209.610001,203.970001,204.699997,202.721878,2192200.0,2022-03-03,ADP
167,203.570007,208.610001,202.619995,208.460007,206.445557,1492300.0,2022-03-04,ADP
168,207.720001,211.800003,206.470001,208.389999,206.376236,2535500.0,2022-03-07,ADP
169,207.839996,213.059998,204.940002,205.380005,203.395309,2326300.0,2022-03-08,ADP
170,210.330002,211.139999,206.070007,209.699997,207.673569,1791600.0,2022-03-09,ADP
171,206.509995,210.119995,205.009995,209.429993,208.439911,2399300.0,2022-03-10,ADP
172,210.630005,212.350006,206.699997,207.270004,206.290146,1664800.0,2022-03-11,ADP
173,207.570007,209.720001,206.210007,207.0,206.021408,2064100.0,2022-03-14,ADP
174,210.0,212.880005,208.619995,212.309998,211.306305,2220200.0,2022-03-15,ADP
175,212.990005,214.559998,207.860001,212.460007,211.455612,2086300.0,2022-03-16,ADP
176,211.720001,214.0,211.350006,213.919998,212.908691,1453700.0,2022-03-17,ADP
177,213.919998,217.470001,212.229996,214.690002,213.675064,6168400.0,2022-03-18,ADP
178,214.25,215.279999,210.360001,212.529999,211.525269,2064500.0,2022-03-21,ADP
179,212.660004,215.550003,211.369995,215.210007,214.192612,1893900.0,2022-03-22,ADP
180,215.779999,215.789993,212.470001,212.570007,211.565079,1120200.0,2022-03-23,ADP
181,213.839996,217.089996,212.710007,216.949997,215.924362,1153300.0,2022-03-24,ADP
182,217.710007,219.070007,216.529999,219.039993,218.004486,1249800.0,2022-03-25,ADP
183,219.089996,220.669998,218.119995,220.649994,219.606873,1202800.0,2022-03-28,ADP
184,222.860001,225.440002,222.0,224.949997,223.886551,1560800.0,2022-03-29,ADP
185,223.679993,228.520004,222.639999,227.759995,226.683258,1628800.0,2022-03-30,ADP
186,229.179993,232.070007,227.529999,227.539993,226.464294,3306800.0,2022-03-31,ADP
187,228.270004,233.899994,227.089996,233.5,232.396133,1934800.0,2022-04-01,ADP
188,233.759995,236.130005,233.369995,235.179993,234.068176,1962700.0,2022-04-04,ADP
189,234.929993,240.630005,234.550003,238.0,236.874863,2519300.0,2022-04-05,ADP
190,235.690002,239.050003,235.380005,237.789993,236.665848,2308600.0,2022-04-06,ADP
191,236.580002,239.559998,236.550003,238.5,237.372498,2141700.0,2022-04-07,ADP
192,238.380005,239.679993,236.770004,237.710007,236.586243,1469300.0,2022-04-08,ADP
193,237.729996,238.720001,230.580002,230.960007,229.868149,2087400.0,2022-04-11,ADP
194,234.259995,234.929993,230.600006,231.059998,229.967667,1703600.0,2022-04-12,ADP
195,231.850006,234.169998,231.779999,233.740005,232.63501,1566200.0,2022-04-13,ADP
196,233.740005,234.669998,228.619995,229.199997,228.116455,2213600.0,2022-04-14,ADP
197,228.0,229.779999,225.300003,227.199997,226.125916,2253000.0,2022-04-18,ADP
198,227.199997,230.460007,225.389999,229.600006,228.514572,2263300.0,2022-04-19,ADP
199,231.770004,233.119995,231.089996,232.619995,231.520294,1545700.0,2022-04-20,ADP
200,233.369995,235.25,229.570007,230.179993,229.091827,1343100.0,2022-04-21,ADP
201,230.589996,232.199997,223.300003,223.520004,222.463318,1622300.0,2022-04-22,ADP
202,223.169998,227.410004,221.710007,227.059998,225.986572,1810300.0,2022-04-25,ADP
203,224.639999,227.220001,222.169998,222.279999,221.229172,2175600.0,2022-04-26,ADP
204,225.0,232.779999,223.479996,228.0,226.922134,2292300.0,2022-04-27,ADP
205,229.220001,231.690002,227.580002,229.679993,228.594177,2248200.0,2022-04-28,ADP
206,228.679993,229.160004,217.479996,218.179993,217.148544,2621400.0,2022-04-29,ADP
207,219.789993,222.039993,215.130005,219.320007,218.283173,2283200.0,2022-05-02,ADP
208,219.970001,222.949997,219.130005,221.539993,220.492661,1957300.0,2022-05-03,ADP
209,221.820007,229.419998,220.309998,228.880005,227.797974,1631500.0,2022-05-04,ADP
210,228.289993,228.289993,216.149994,218.559998,217.526764,2103500.0,2022-05-05,ADP
211,217.169998,218.199997,213.910004,216.940002,215.914429,1581600.0,2022-05-06,ADP
212,214.039993,215.229996,209.139999,209.789993,208.798218,2602600.0,2022-05-09,ADP
213,212.669998,214.869995,209.350006,212.339996,211.336166,2527400.0,2022-05-10,ADP
214,210.639999,214.029999,207.770004,208.529999,207.544174,2111100.0,2022-05-11,ADP
