,Open,High,Low,Close,Adj Close,Volume,Date,stock_name
0,95.260002,95.269997,93.139999,93.309998,92.758629,3444200.0,2021-07-07,ATVI
1,92.400002,93.050003,91.75,92.18,91.635315,6128600.0,2021-07-08,ATVI
2,91.879997,92.599998,91.459999,92.379997,91.834129,3587000.0,2021-07-09,ATVI
3,93.330002,93.419998,92.43,92.910004,92.361,4054700.0,2021-07-12,ATVI
4,93.5,93.860001,92.870003,93.25,92.69899,5476700.0,2021-07-13,ATVI
5,93.540001,93.769997,92.099998,92.32,91.774483,4959100.0,2021-07-14,ATVI
6,92.370003,92.599998,90.599998,90.68,90.144173,8746100.0,2021-07-15,ATVI
7,90.870003,92.389999,90.839996,91.800003,91.257561,7411300.0,2021-07-16,ATVI
8,91.75,92.25,89.900002,90.300003,89.766426,7741500.0,2021-07-19,ATVI
9,90.620003,91.709999,89.559998,91.510002,90.969276,6627000.0,2021-07-20,ATVI
10,91.779999,91.919998,90.400002,91.169998,90.631279,5725700.0,2021-07-21,ATVI
11,90.389999,90.68,89.559998,90.470001,89.935417,5159500.0,2021-07-22,ATVI
12,90.660004,91.730003,90.019997,91.5,90.959328,3889300.0,2021-07-23,ATVI
13,91.029999,91.400002,89.989998,90.139999,89.607368,4587400.0,2021-07-26,ATVI
14,89.940002,89.940002,81.559998,84.050003,83.553352,23141100.0,2021-07-27,ATVI
15,84.889999,87.300003,84.720001,84.82,84.318802,13160400.0,2021-07-28,ATVI
16,84.870003,85.220001,83.5,83.57,83.076187,10839500.0,2021-07-29,ATVI
17,83.150002,84.650002,82.849998,83.620003,83.125893,7055900.0,2021-07-30,ATVI
18,84.029999,84.169998,82.540001,82.760002,82.270973,6225000.0,2021-08-02,ATVI
19,80.989998,81.449997,77.809998,79.830002,79.358292,17329600.0,2021-08-03,ATVI
20,83.510002,83.900002,80.449997,81.519997,81.0383,19758100.0,2021-08-04,ATVI
21,81.559998,82.040001,79.349998,80.32,79.84539,9871300.0,2021-08-05,ATVI
22,79.900002,82.5,79.900002,82.43,81.942924,9692100.0,2021-08-06,ATVI
23,81.860001,82.389999,81.239998,81.410004,80.928955,6082900.0,2021-08-09,ATVI
24,81.760002,83.360001,81.269997,82.989998,82.499611,7770000.0,2021-08-10,ATVI
25,83.510002,86.230003,83.080002,85.0,84.497742,13387700.0,2021-08-11,ATVI
26,85.110001,85.480003,83.169998,85.169998,84.666733,7353200.0,2021-08-12,ATVI
27,86.300003,86.389999,83.449997,83.849998,83.35453,5369200.0,2021-08-13,ATVI
28,83.5,84.029999,83.050003,83.849998,83.35453,4320800.0,2021-08-16,ATVI
29,83.050003,84.389999,82.470001,83.370003,82.877373,4780300.0,2021-08-17,ATVI
30,83.599998,84.139999,82.769997,82.830002,82.340561,4559800.0,2021-08-18,ATVI
31,82.209999,84.540001,82.190002,83.169998,82.678551,5449700.0,2021-08-19,ATVI
32,82.870003,83.669998,82.220001,82.629997,82.141739,7366200.0,2021-08-20,ATVI
33,82.93,83.489998,81.889999,82.220001,81.734169,8666100.0,2021-08-23,ATVI
34,82.75,82.809998,81.190002,81.790001,81.306709,11799500.0,2021-08-24,ATVI
35,82.120003,82.120003,80.0,80.809998,80.332497,10410300.0,2021-08-25,ATVI
36,81.589996,82.489998,81.190002,81.25,80.769897,7365000.0,2021-08-26,ATVI
37,81.449997,82.660004,81.300003,82.43,81.942924,6000600.0,2021-08-27,ATVI
38,81.5,81.559998,79.919998,81.120003,80.640671,8405200.0,2021-08-30,ATVI
39,81.480003,83.379997,81.199997,82.370003,81.883278,9477900.0,2021-08-31,ATVI
40,82.730003,83.379997,82.0,82.300003,81.813698,6226000.0,2021-09-01,ATVI
41,82.75,82.849998,81.139999,81.309998,80.829536,8433800.0,2021-09-02,ATVI
42,81.209999,81.650002,80.779999,81.18,80.70031,5605400.0,2021-09-03,ATVI
43,81.410004,81.419998,77.889999,78.470001,78.006325,15531700.0,2021-09-07,ATVI
44,78.470001,80.32,78.269997,80.290001,79.815567,8227700.0,2021-09-08,ATVI
45,78.809998,79.410004,77.129997,78.050003,77.588806,11325800.0,2021-09-09,ATVI
46,78.160004,80.839996,77.339996,79.639999,79.169411,12098700.0,2021-09-10,ATVI
47,80.120003,80.760002,78.150002,78.529999,78.065971,7337400.0,2021-09-13,ATVI
48,78.779999,78.889999,77.660004,77.839996,77.380043,6235300.0,2021-09-14,ATVI
49,77.730003,78.769997,77.099998,78.25,77.787621,5526500.0,2021-09-15,ATVI
50,78.32,79.599998,78.040001,79.279999,78.811539,9376800.0,2021-09-16,ATVI
51,79.419998,80.5,78.0,79.559998,79.089882,11009600.0,2021-09-17,ATVI
52,78.639999,78.82,74.870003,76.18,75.729858,12231900.0,2021-09-20,ATVI
53,76.610001,76.639999,72.940002,73.029999,72.598465,14206900.0,2021-09-21,ATVI
54,73.190002,74.029999,72.199997,72.809998,72.379768,10297300.0,2021-09-22,ATVI
55,73.129997,75.470001,72.709999,74.669998,74.228775,9311100.0,2021-09-23,ATVI
56,74.5,75.589996,74.110001,75.260002,74.815292,7429800.0,2021-09-24,ATVI
57,75.029999,75.949997,73.690002,75.080002,74.63636,6517900.0,2021-09-27,ATVI
58,74.660004,77.080002,74.660004,76.330002,75.878967,11157200.0,2021-09-28,ATVI
59,76.529999,78.93,76.5,77.379997,76.92276,9700800.0,2021-09-29,ATVI
60,77.559998,78.410004,77.0,77.389999,76.932701,7537900.0,2021-09-30,ATVI
61,78.059998,79.040001,77.199997,78.529999,78.065971,5861300.0,2021-10-01,ATVI
62,78.190002,78.32,76.860001,77.18,76.723946,5955600.0,2021-10-04,ATVI
63,77.25,77.650002,76.230003,76.800003,76.346191,9771000.0,2021-10-05,ATVI
64,75.93,78.029999,75.690002,77.290001,76.833298,9477600.0,2021-10-06,ATVI
65,77.269997,78.5,76.769997,77.360001,76.902885,8527400.0,2021-10-07,ATVI
66,77.760002,78.360001,77.25,77.610001,77.151405,8885200.0,2021-10-08,ATVI
67,77.739998,77.760002,76.260002,76.32,75.869026,6326400.0,2021-10-11,ATVI
68,76.449997,76.540001,74.589996,74.919998,74.477295,6640900.0,2021-10-12,ATVI
69,75.339996,76.099998,75.019997,75.25,74.805351,6597500.0,2021-10-13,ATVI
70,75.940002,77.160004,75.57,76.110001,75.660271,5471100.0,2021-10-14,ATVI
71,76.5,77.07,76.190002,76.400002,75.948555,6472800.0,2021-10-15,ATVI
72,76.139999,76.720001,75.239998,76.400002,75.948555,5417400.0,2021-10-18,ATVI
73,76.769997,77.199997,75.949997,77.18,76.723946,4238500.0,2021-10-19,ATVI
74,77.519997,78.080002,77.080002,78.080002,77.618629,4537900.0,2021-10-20,ATVI
75,77.720001,78.739998,76.720001,78.699997,78.234962,5904300.0,2021-10-21,ATVI
76,78.620003,80.919998,78.620003,79.269997,78.80159,6960400.0,2021-10-22,ATVI
77,79.43,81.510002,79.400002,81.190002,80.710251,8345800.0,2021-10-25,ATVI
78,81.809998,82.339996,80.419998,80.760002,80.282791,6420400.0,2021-10-26,ATVI
79,80.220001,80.339996,78.550003,78.650002,78.185265,6261500.0,2021-10-27,ATVI
80,78.599998,78.959999,76.650002,78.879997,78.413895,10842600.0,2021-10-28,ATVI
81,78.93,79.370003,77.730003,78.190002,77.727982,8370200.0,2021-10-29,ATVI
82,78.940002,80.010002,78.540001,79.349998,78.881119,7569400.0,2021-11-01,ATVI
83,79.290001,79.370003,77.040001,77.669998,77.211052,10370400.0,2021-11-02,ATVI
84,66.25,67.190002,64.550003,66.75,66.355576,43753600.0,2021-11-03,ATVI
85,67.470001,68.739998,66.650002,68.230003,67.826836,16203300.0,2021-11-04,ATVI
86,68.57,68.779999,66.919998,67.830002,67.429199,13716900.0,2021-11-05,ATVI
87,68.43,68.43,66.620003,66.82,66.425163,12825700.0,2021-11-08,ATVI
88,66.989998,67.550003,66.529999,67.099998,66.703506,8812000.0,2021-11-09,ATVI
89,66.730003,67.449997,66.519997,66.660004,66.266113,7966200.0,2021-11-10,ATVI
90,67.25,67.529999,66.019997,67.5,67.101143,13235000.0,2021-11-11,ATVI
91,67.720001,70.040001,67.339996,69.690002,69.278206,13923000.0,2021-11-12,ATVI
92,69.32,70.68,68.139999,70.43,70.013832,11628200.0,2021-11-15,ATVI
93,70.550003,72.139999,65.459999,66.139999,65.749184,38243200.0,2021-11-16,ATVI
94,65.529999,65.639999,63.5,64.199997,63.820641,28771200.0,2021-11-17,ATVI
95,63.599998,64.050003,60.900002,62.669998,62.299683,24241700.0,2021-11-18,ATVI
96,63.75,64.089996,62.169998,62.380001,62.011398,14485100.0,2021-11-19,ATVI
97,60.93,62.41,59.779999,62.200001,61.832462,16583200.0,2021-11-22,ATVI
98,61.849998,62.919998,61.330002,61.77,61.405003,16564300.0,2021-11-23,ATVI
99,61.84,61.84,60.75,60.91,60.550083,9681500.0,2021-11-24,ATVI
